Theta	Phi	Total-adj
63	65	5.12
64	65	2.58
65	65	3.82
66	65	5.33
67	65	5.29
68	65	4.10
69	65	3.69
70	65	4.37
71	65	5.87
72	65	4.18
73	65	4.58
74	65	6.19
75	65	2.63
76	65	3.02
77	65	-1.18
78	65	-4.82
79	65	-4.88
80	65	-7.81
81	65	-10.07
82	65	-15.37
83	65	-15.11
84	65	-14.77
85	65	-12.21
86	65	-23.56
87	65	-25.89
88	65	-26.69
89	65	-19.96
90	65	-23.04
91	65	-22.54
92	65	-28.52
93	65	-29.30
94	65	-20.66
95	65	-21.99
96	65	-23.33
97	65	-25.93
98	65	-27.98
99	65	-24.18
100	65	-33.43
101	65	-13.29
102	65	-18.00
103	65	-12.87
104	65	-29.87
105	65	-2.73
106	65	-3.03
107	65	-5.02
108	65	-0.09
109	65	4.93
110	65	-12.47
111	65	-18.61
112	65	-7.87
113	65	3.94
114	65	6.12
115	65	5.00
116	65	4.42
117	65	5.03
118	65	5.98
119	65	4.15
120	65	3.64
121	65	4.06
122	65	3.72
123	65	3.20
124	65	3.15
125	65	4.08
126	65	3.05
127	65	4.92
128	65	2.74
129	65	2.29
130	65	2.84
131	65	2.14
132	65	6.36
133	65	1.74
134	65	2.87
135	65	4.32
136	65	2.80
137	65	3.90
138	65	4.29
139	65	3.88
140	65	1.32
141	65	4.62
142	65	3.25
143	65	2.52
144	65	3.30
145	65	-2.53
146	65	-5.13
147	65	-0.99
148	65	-2.06
149	65	-1.54
150	65	-2.14
151	65	0.66
152	65	-2.74
153	65	-1.03
154	65	4.90
155	65	7.11
156	65	6.87
157	65	3.27
158	65	1.19
159	65	-3.10
160	65	-1.45
161	65	0.22
162	65	0.06
163	65	0.15
164	65	-4.80
165	65	2.98
166	65	-0.62
167	65	-0.11
168	65	-1.14
169	65	-0.82
170	65	-0.92
171	65	-1.46
172	65	0.14
173	65	0.65
174	65	0.95
175	65	0.61
176	65	-2.17
177	65	-2.18
178	65	-0.20
179	65	0.03
180	65	2.09
0	66	-1.90
1	66	-2.02
2	66	-0.53
3	66	-2.61
4	66	-1.27
5	66	-3.23
6	66	1.31
7	66	1.40
8	66	-0.08
9	66	-0.10
10	66	2.70
11	66	3.01
12	66	4.37
13	66	5.81
14	66	2.32
15	66	0.95
16	66	3.14
17	66	1.84
18	66	2.61
19	66	4.27
20	66	-1.82
21	66	1.99
22	66	3.20
23	66	2.69
24	66	3.33
25	66	1.57
26	66	2.01
27	66	5.61
28	66	5.17
29	66	2.48
30	66	0.34
31	66	-0.75
32	66	3.43
33	66	0.82
34	66	5.59
35	66	7.53
36	66	6.16
37	66	4.13
38	66	0.77
39	66	4.26
40	66	-0.23
41	66	2.76
42	66	1.72
43	66	3.41
44	66	7.85
45	66	-6.80
46	66	-3.49
47	66	-3.45
48	66	-2.21
49	66	0.05
50	66	7.76
51	66	6.83
52	66	6.41
53	66	3.74
54	66	5.42
55	66	4.39
56	66	3.69
57	66	2.52
58	66	6.43
59	66	5.72
60	66	2.63
61	66	2.81
62	66	4.39
63	66	4.41
64	66	4.50
65	66	4.67
66	66	4.80
67	66	4.74
68	66	4.01
69	66	3.87
70	66	4.96
71	66	5.64
72	66	4.93
73	66	4.94
74	66	4.79
75	66	5.29
76	66	3.86
77	66	0.21
78	66	-0.24
79	66	-5.69
80	66	-5.96
81	66	-15.12
82	66	-19.96
83	66	-21.18
84	66	-15.84
85	66	-24.86
86	66	-22.12
87	66	-19.04
88	66	-39.13
89	66	-28.56
90	66	-40.96
91	66	-30.87
92	66	-28.92
93	66	-16.24
94	66	-17.03
95	66	-16.72
96	66	-27.43
97	66	-24.13
98	66	-29.81
99	66	-26.31
100	66	-25.93
101	66	-19.86
102	66	-9.22
103	66	-6.65
104	66	-14.16
105	66	-20.47
106	66	-3.88
107	66	-6.74
108	66	1.99
109	66	-3.79
110	66	1.45
111	66	6.92
112	66	3.79
113	66	5.64
114	66	3.87
115	66	3.55
116	66	7.09
117	66	4.84
118	66	4.59
119	66	6.14
120	66	6.49
121	66	4.97
122	66	4.57
123	66	3.65
124	66	3.86
125	66	5.06
126	66	5.05
127	66	4.96
128	66	2.96
129	66	4.46
130	66	5.62
131	66	3.53
132	66	4.24
133	66	3.70
134	66	4.59
135	66	2.24
136	66	3.56
137	66	3.05
138	66	2.74
139	66	3.62
140	66	5.40
141	66	5.47
142	66	5.56
143	66	2.47
144	66	4.00
145	66	-0.29
146	66	-0.73
147	66	-1.31
148	66	-1.96
149	66	-0.04
150	66	-5.29
151	66	-2.80
152	66	-2.30
153	66	-1.61
154	66	1.92
155	66	1.85
156	66	1.79
157	66	-2.08
158	66	1.75
159	66	-1.04
160	66	-3.52
161	66	2.17
162	66	-5.84
163	66	-0.97
164	66	-0.41
165	66	2.01
166	66	0.95
167	66	-0.51
168	66	0.00
169	66	0.52
170	66	-1.13
171	66	-1.61
172	66	0.35
173	66	1.39
174	66	1.64
175	66	1.64
176	66	0.27
177	66	-1.41
178	66	-0.21
179	66	-0.35
180	66	2.09
0	67	-1.90
1	67	-2.18
2	67	-1.61
3	67	-2.60
4	67	0.88
5	67	-0.62
6	67	3.18
7	67	2.06
8	67	-0.48
9	67	0.16
10	67	0.68
11	67	-2.18
12	67	3.09
13	67	3.35
14	67	3.17
15	67	2.86
16	67	3.23
17	67	3.67
18	67	2.30
19	67	1.01
20	67	3.54
21	67	3.50
22	67	4.93
23	67	3.13
24	67	1.95
25	67	3.57
26	67	-0.35
27	67	5.02
28	67	6.50
29	67	2.72
30	67	2.98
31	67	1.08
32	67	0.44
33	67	4.22
34	67	6.29
35	67	3.90
36	67	3.76
37	67	4.38
38	67	4.45
39	67	4.57
40	67	4.96
41	67	5.07
42	67	3.05
43	67	3.47
44	67	1.91
45	67	-7.17
46	67	-2.15
47	67	1.75
48	67	-2.83
49	67	3.17
50	67	2.81
51	67	4.43
52	67	3.43
53	67	3.88
54	67	4.94
55	67	4.38
56	67	4.27
57	67	4.46
58	67	3.41
59	67	4.95
60	67	3.04
61	67	3.75
62	67	5.21
63	67	3.86
64	67	4.86
65	67	4.10
66	67	5.89
67	67	3.63
68	67	4.86
69	67	4.81
70	67	4.35
71	67	5.77
72	67	4.59
73	67	5.04
74	67	5.37
75	67	5.79
76	67	6.35
77	67	3.39
78	67	2.76
79	67	2.77
80	67	-15.00
81	67	-7.27
82	67	-15.35
83	67	-15.71
84	67	-15.07
85	67	-25.45
86	67	-23.23
87	67	-23.33
88	67	-22.68
89	67	-40.78
90	67	-40.36
91	67	-246.99
92	67	-246.99
93	67	-53.46
94	67	-246.99
95	67	-17.52
96	67	-17.43
97	67	-23.01
98	67	-28.69
99	67	-32.81
100	67	-246.99
101	67	-11.33
102	67	-16.71
103	67	-3.77
104	67	-1.18
105	67	-13.39
106	67	-18.67
107	67	-8.45
108	67	-8.37
109	67	-12.52
110	67	5.40
111	67	2.97
112	67	7.28
113	67	0.09
114	67	4.69
115	67	2.95
116	67	5.30
117	67	3.96
118	67	4.38
119	67	4.07
120	67	4.00
121	67	3.78
122	67	5.23
123	67	3.51
124	67	5.62
125	67	4.23
126	67	3.73
127	67	3.65
128	67	-0.41
129	67	5.53
130	67	4.50
131	67	1.59
132	67	2.68
133	67	4.21
134	67	4.29
135	67	3.64
136	67	4.07
137	67	2.51
138	67	5.14
139	67	4.55
140	67	2.37
141	67	2.49
142	67	4.66
143	67	5.76
144	67	4.97
145	67	5.96
146	67	0.61
147	67	1.98
148	67	0.58
149	67	-0.41
150	67	-5.89
151	67	-3.29
152	67	-1.14
153	67	2.92
154	67	0.32
155	67	5.85
156	67	3.40
157	67	2.57
158	67	-1.15
159	67	-1.44
160	67	-0.40
161	67	-0.23
162	67	0.45
163	67	-0.31
164	67	-1.40
165	67	0.66
166	67	1.46
167	67	0.41
168	67	0.55
169	67	-0.07
170	67	0.58
171	67	0.00
172	67	0.07
173	67	0.61
174	67	1.60
175	67	2.53
176	67	1.58
177	67	1.19
178	67	0.44
179	67	-0.37
180	67	2.09
0	68	-1.90
1	68	-2.29
2	68	-1.96
3	68	-1.75
4	68	1.56
5	68	1.42
6	68	1.29
7	68	1.42
8	68	0.90
9	68	-0.63
10	68	0.00
11	68	1.48
12	68	0.28
13	68	4.04
14	68	2.53
15	68	1.77
16	68	3.88
17	68	4.18
18	68	1.70
19	68	2.80
20	68	2.33
21	68	2.56
22	68	0.78
23	68	5.14
24	68	3.05
25	68	2.10
26	68	4.08
27	68	4.79
28	68	2.93
29	68	2.85
30	68	3.41
31	68	3.18
32	68	4.12
33	68	3.57
34	68	3.85
35	68	3.76
36	68	3.67
37	68	4.93
38	68	5.70
39	68	4.27
40	68	2.31
41	68	4.66
42	68	3.17
43	68	6.31
44	68	5.03
45	68	-0.23
46	68	-0.01
47	68	0.84
48	68	0.93
49	68	2.68
50	68	5.33
51	68	7.04
52	68	3.69
53	68	5.11
54	68	3.83
55	68	3.73
56	68	3.92
57	68	4.93
58	68	4.91
59	68	5.78
60	68	3.87
61	68	4.38
62	68	4.32
63	68	3.85
64	68	4.47
65	68	3.48
66	68	4.31
67	68	3.13
68	68	6.46
69	68	5.04
70	68	4.93
71	68	4.42
72	68	5.35
73	68	5.28
74	68	2.58
75	68	6.03
76	68	5.82
77	68	4.52
78	68	5.67
79	68	-2.39
80	68	-3.03
81	68	-5.65
82	68	-16.37
83	68	-18.91
84	68	-18.70
85	68	-22.36
86	68	-18.09
87	68	-30.85
88	68	-26.16
89	68	-25.06
90	68	-23.00
91	68	-23.64
92	68	-44.38
93	68	-29.07
94	68	-29.99
95	68	-246.99
96	68	-14.57
97	68	-14.85
98	68	-15.25
99	68	-26.53
100	68	-26.19
101	68	-27.83
102	68	-4.29
103	68	-8.71
104	68	-5.75
105	68	-7.51
106	68	-9.51
107	68	-15.80
108	68	-17.44
109	68	-2.77
110	68	1.49
111	68	4.78
112	68	4.84
113	68	5.64
114	68	5.91
115	68	5.64
116	68	3.44
117	68	2.25
118	68	4.55
119	68	4.06
120	68	4.08
121	68	5.13
122	68	4.28
123	68	3.79
124	68	4.72
125	68	5.62
126	68	4.94
127	68	3.79
128	68	2.61
129	68	4.47
130	68	3.89
131	68	3.63
132	68	1.61
133	68	3.27
134	68	4.55
135	68	3.92
136	68	3.25
137	68	3.81
138	68	2.03
139	68	2.90
140	68	2.90
141	68	0.75
142	68	6.01
143	68	5.36
144	68	3.89
145	68	0.69
146	68	1.28
147	68	1.65
148	68	0.11
149	68	-3.06
150	68	1.64
151	68	0.33
152	68	5.01
153	68	4.94
154	68	3.07
155	68	3.23
156	68	1.48
157	68	2.35
158	68	3.10
159	68	6.14
160	68	2.17
161	68	-2.33
162	68	-0.73
163	68	0.37
164	68	-1.58
165	68	-1.49
166	68	0.47
167	68	0.98
168	68	0.71
169	68	-0.11
170	68	0.53
171	68	0.31
172	68	0.22
173	68	0.16
174	68	1.05
175	68	1.77
176	68	-0.82
177	68	0.71
178	68	1.92
179	68	-0.69
180	68	2.09
0	69	-1.90
1	69	-2.33
2	69	-1.97
3	69	-1.22
4	69	-2.06
5	69	2.41
6	69	0.76
7	69	1.55
8	69	0.88
9	69	0.90
10	69	3.02
11	69	3.03
12	69	-1.66
13	69	1.94
14	69	0.89
15	69	0.65
16	69	1.49
17	69	1.12
18	69	0.79
19	69	-0.56
20	69	6.12
21	69	2.33
22	69	0.78
23	69	2.92
24	69	-0.26
25	69	-2.49
26	69	1.89
27	69	2.94
28	69	0.27
29	69	4.83
30	69	3.66
31	69	3.13
32	69	1.98
33	69	1.94
34	69	6.39
35	69	3.68
36	69	3.75
37	69	2.63
38	69	4.75
39	69	4.35
40	69	6.53
41	69	3.39
42	69	2.50
43	69	4.16
44	69	2.72
45	69	2.46
46	69	1.38
47	69	2.47
48	69	3.61
49	69	3.46
50	69	5.41
51	69	6.63
52	69	4.16
53	69	3.92
54	69	4.86
55	69	5.93
56	69	4.59
57	69	3.98
58	69	3.82
59	69	6.61
60	69	3.97
61	69	4.55
62	69	3.51
63	69	3.71
64	69	3.88
65	69	3.89
66	69	4.89
67	69	3.75
68	69	3.46
69	69	4.84
70	69	4.80
71	69	4.13
72	69	5.45
73	69	5.42
74	69	5.25
75	69	4.34
76	69	7.97
77	69	4.94
78	69	4.52
79	69	2.82
80	69	-0.12
81	69	-18.14
82	69	-18.87
83	69	-19.54
84	69	-20.01
85	69	-16.51
86	69	-16.89
87	69	-17.27
88	69	-15.72
89	69	-27.97
90	69	-25.71
91	69	-24.27
92	69	-246.99
93	69	-34.58
94	69	-27.64
95	69	-32.20
96	69	-32.25
97	69	-38.44
98	69	-13.19
99	69	-9.28
100	69	-6.86
101	69	-23.40
102	69	-25.81
103	69	-2.04
104	69	-8.31
105	69	-7.58
106	69	-8.19
107	69	-6.35
108	69	-17.07
109	69	4.74
110	69	4.81
111	69	6.71
112	69	4.49
113	69	7.04
114	69	5.32
115	69	4.64
116	69	2.93
117	69	2.46
118	69	10.35
119	69	6.37
120	69	3.80
121	69	2.67
122	69	4.09
123	69	4.37
124	69	4.37
125	69	4.44
126	69	4.34
127	69	4.14
128	69	1.26
129	69	0.22
130	69	5.50
131	69	3.67
132	69	2.66
133	69	4.54
134	69	4.43
135	69	4.64
136	69	3.65
137	69	4.95
138	69	3.56
139	69	1.69
140	69	2.76
141	69	4.90
142	69	4.35
143	69	3.87
144	69	5.14
145	69	6.71
146	69	7.86
147	69	4.30
148	69	3.96
149	69	3.50
150	69	2.08
151	69	9.87
152	69	2.54
153	69	4.90
154	69	6.40
155	69	1.43
156	69	0.68
157	69	0.38
158	69	-0.51
159	69	1.27
160	69	1.74
161	69	0.93
162	69	0.51
163	69	-0.38
164	69	-2.45
165	69	1.27
166	69	2.25
167	69	0.81
168	69	0.87
169	69	-0.36
170	69	1.03
171	69	-1.17
172	69	0.83
173	69	0.21
174	69	0.04
175	69	0.92
176	69	3.20
177	69	0.04
178	69	2.46
179	69	-0.80
180	69	2.09
0	70	-1.90
1	70	-2.38
2	70	-1.88
3	70	-2.44
4	70	-2.75
5	70	-1.60
6	70	-0.25
7	70	1.87
8	70	2.17
9	70	1.89
10	70	1.68
11	70	3.06
12	70	0.57
13	70	-0.50
14	70	-0.36
15	70	-0.43
16	70	3.51
17	70	3.90
18	70	2.91
19	70	1.10
20	70	5.21
21	70	1.99
22	70	1.38
23	70	4.37
24	70	-0.71
25	70	2.43
26	70	1.37
27	70	-0.05
28	70	1.23
29	70	2.79
30	70	6.29
31	70	5.82
32	70	3.20
33	70	2.72
34	70	4.42
35	70	4.81
36	70	3.43
37	70	1.26
38	70	2.22
39	70	3.76
40	70	6.27
41	70	1.53
42	70	1.55
43	70	3.22
44	70	5.17
45	70	4.95
46	70	1.32
47	70	2.93
48	70	2.58
49	70	4.15
50	70	4.06
51	70	4.18
52	70	4.14
53	70	5.86
54	70	5.13
55	70	5.00
56	70	4.72
57	70	4.22
58	70	4.77
59	70	4.50
60	70	4.68
61	70	6.88
62	70	5.13
63	70	4.61
64	70	4.87
65	70	8.23
66	70	4.84
67	70	5.29
68	70	3.60
69	70	5.06
70	70	5.25
71	70	9.61
72	70	5.64
73	70	-12.54
74	70	5.66
75	70	4.89
76	70	5.78
77	70	5.26
78	70	6.42
79	70	4.15
80	70	5.20
81	70	-14.64
82	70	-17.20
83	70	-11.85
84	70	-14.08
85	70	-22.25
86	70	-20.20
87	70	-40.64
88	70	-32.70
89	70	-37.79
90	70	-246.99
91	70	-0.90
92	70	-4.99
93	70	-19.09
94	70	-25.94
95	70	-29.38
96	70	-27.35
97	70	-21.87
98	70	-27.90
99	70	-26.64
100	70	-5.39
101	70	-1.55
102	70	-10.56
103	70	-11.56
104	70	-5.10
105	70	-8.54
106	70	-11.00
107	70	-1.48
108	70	6.66
109	70	5.16
110	70	4.91
111	70	6.76
112	70	4.28
113	70	3.35
114	70	5.47
115	70	5.25
116	70	6.11
117	70	4.00
118	70	6.98
119	70	5.05
120	70	6.00
121	70	3.64
122	70	3.61
123	70	4.72
124	70	3.62
125	70	3.43
126	70	5.14
127	70	3.89
128	70	4.78
129	70	6.31
130	70	3.01
131	70	4.62
132	70	5.57
133	70	5.40
134	70	1.09
135	70	4.46
136	70	3.31
137	70	2.19
138	70	3.91
139	70	2.05
140	70	0.22
141	70	-0.23
142	70	2.11
143	70	2.48
144	70	8.34
145	70	4.89
146	70	6.91
147	70	5.61
148	70	2.03
149	70	-0.87
150	70	3.31
151	70	1.03
152	70	3.99
153	70	3.01
154	70	-0.73
155	70	0.60
156	70	-1.16
157	70	-1.92
158	70	-2.76
159	70	-1.52
160	70	-2.26
161	70	-0.26
162	70	-5.55
163	70	-2.32
164	70	-4.29
165	70	1.92
166	70	-1.06
167	70	0.26
168	70	-3.09
169	70	-4.70
170	70	-0.76
171	70	-0.45
172	70	0.58
173	70	0.74
174	70	0.20
175	70	-2.51
176	70	0.78
177	70	-0.92
178	70	2.82
179	70	-1.08
180	70	2.09
0	71	-1.90
1	71	-2.29
2	71	-1.56
3	71	-1.28
4	71	-2.05
5	71	-3.48
6	71	-2.42
7	71	0.36
8	71	2.07
9	71	2.29
10	71	0.38
11	71	1.41
12	71	1.58
13	71	0.53
14	71	0.43
15	71	0.57
16	71	2.69
17	71	1.99
18	71	1.04
19	71	4.16
20	71	1.50
21	71	-1.90
22	71	-0.24
23	71	4.43
24	71	3.78
25	71	5.29
26	71	4.33
27	71	0.83
28	71	2.06
29	71	0.53
30	71	3.81
31	71	7.23
32	71	7.47
33	71	2.22
34	71	4.30
35	71	5.68
36	71	7.31
37	71	2.89
38	71	4.19
39	71	3.85
40	71	4.37
41	71	2.06
42	71	4.39
43	71	3.57
44	71	3.23
45	71	3.05
46	71	1.68
47	71	3.31
48	71	3.85
49	71	3.71
50	71	5.04
51	71	7.01
52	71	5.09
53	71	7.48
54	71	5.14
55	71	9.28
56	71	6.24
57	71	5.50
58	71	4.32
59	71	4.09
60	71	4.49
61	71	4.84
62	71	5.38
63	71	4.07
64	71	4.45
65	71	4.17
66	71	4.87
67	71	5.30
68	71	7.65
69	71	5.64
70	71	5.47
71	71	5.55
72	71	-1.01
73	71	-0.19
74	71	-14.86
75	71	5.43
76	71	5.54
77	71	5.49
78	71	5.03
79	71	5.11
80	71	3.34
81	71	-16.04
82	71	-22.52
83	71	-10.61
84	71	-16.13
85	71	-30.73
86	71	-26.14
87	71	-20.63
88	71	-35.51
89	71	-32.15
90	71	4.53
91	71	-49.29
92	71	-35.90
93	71	-14.02
94	71	-16.04
95	71	-30.50
96	71	-28.70
97	71	-31.66
98	71	-14.96
99	71	-17.97
100	71	-3.02
101	71	-2.33
102	71	-5.43
103	71	-17.37
104	71	-14.16
105	71	-7.88
106	71	-4.89
107	71	5.05
108	71	2.93
109	71	4.56
110	71	6.89
111	71	6.13
112	71	-3.44
113	71	-7.93
114	71	-2.00
115	71	2.15
116	71	5.15
117	71	4.20
118	71	5.97
119	71	4.09
120	71	3.85
121	71	5.05
122	71	3.14
123	71	4.06
124	71	6.20
125	71	4.18
126	71	6.18
127	71	4.73
128	71	4.70
129	71	4.97
130	71	2.59
131	71	3.40
132	71	4.18
133	71	7.79
134	71	3.85
135	71	3.06
136	71	4.68
137	71	4.09
138	71	4.66
139	71	1.69
140	71	3.11
141	71	0.47
142	71	1.18
143	71	3.61
144	71	5.18
145	71	-0.21
146	71	1.64
147	71	4.53
148	71	3.53
149	71	0.62
150	71	5.14
151	71	5.05
152	71	4.28
153	71	3.17
154	71	3.75
155	71	3.35
156	71	3.00
157	71	2.85
158	71	-0.28
159	71	2.10
160	71	1.71
161	71	2.80
162	71	-0.73
163	71	-3.17
164	71	-4.48
165	71	-3.64
166	71	1.22
167	71	1.73
168	71	-0.21
169	71	-2.88
170	71	-1.47
171	71	-1.11
172	71	0.74
173	71	0.37
174	71	0.46
175	71	1.75
176	71	0.89
177	71	-1.95
178	71	2.70
179	71	-1.33
180	71	2.09
0	72	-1.90
1	72	-2.17
2	72	-1.35
3	72	-1.22
4	72	-0.19
5	72	-2.87
6	72	-1.24
7	72	-0.30
8	72	2.30
9	72	2.03
10	72	1.92
11	72	1.54
12	72	4.62
13	72	0.79
14	72	-0.76
15	72	2.58
16	72	1.72
17	72	1.33
18	72	4.25
19	72	3.48
20	72	2.70
21	72	-9.52
22	72	1.41
23	72	-6.13
24	72	3.72
25	72	2.28
26	72	1.23
27	72	2.64
28	72	2.34
29	72	2.56
30	72	2.79
31	72	4.55
32	72	6.24
33	72	5.14
34	72	7.28
35	72	3.83
36	72	1.72
37	72	3.33
38	72	5.26
39	72	4.95
40	72	3.79
41	72	4.05
42	72	4.66
43	72	3.13
44	72	3.66
45	72	4.07
46	72	5.46
47	72	4.38
48	72	5.49
49	72	3.05
50	72	4.26
51	72	2.68
52	72	3.82
53	72	3.30
54	72	5.78
55	72	5.33
56	72	3.98
57	72	4.42
58	72	4.66
59	72	5.05
60	72	4.33
61	72	4.08
62	72	3.99
63	72	4.49
64	72	4.48
65	72	4.95
66	72	5.03
67	72	4.67
68	72	5.49
69	72	7.48
70	72	7.03
71	72	-1.79
72	72	-15.41
73	72	-4.90
74	72	-17.08
75	72	-14.91
76	72	5.82
77	72	5.96
78	72	4.57
79	72	6.16
80	72	5.09
81	72	5.73
82	72	-10.80
83	72	-10.23
84	72	-30.31
85	72	-36.61
86	72	-17.47
87	72	-30.28
88	72	-32.32
89	72	-39.53
90	72	-37.73
91	72	-38.16
92	72	-28.77
93	72	-20.79
94	72	-16.50
95	72	-27.31
96	72	-26.07
97	72	-26.39
98	72	-22.88
99	72	-12.85
100	72	-28.63
101	72	-5.35
102	72	-7.37
103	72	-2.65
104	72	-0.19
105	72	2.37
106	72	-18.54
107	72	5.32
108	72	4.53
109	72	4.86
110	72	5.44
111	72	4.05
112	72	-10.97
113	72	-7.81
114	72	-4.04
115	72	-13.83
116	72	4.55
117	72	6.11
118	72	4.72
119	72	5.87
120	72	4.90
121	72	5.37
122	72	4.89
123	72	3.13
124	72	4.65
125	72	3.63
126	72	4.65
127	72	4.57
128	72	1.41
129	72	2.26
130	72	3.32
131	72	5.14
132	72	3.76
133	72	3.75
134	72	3.58
135	72	1.67
136	72	3.43
137	72	2.29
138	72	4.52
139	72	4.07
140	72	2.63
141	72	2.10
142	72	1.24
143	72	1.66
144	72	2.66
145	72	2.82
146	72	1.65
147	72	3.31
148	72	3.14
149	72	4.46
150	72	8.50
151	72	4.91
152	72	5.54
153	72	3.16
154	72	2.96
155	72	3.69
156	72	-0.82
157	72	1.76
158	72	-0.60
159	72	-3.63
160	72	-5.08
161	72	-1.18
162	72	-1.87
163	72	-4.33
164	72	-6.50
165	72	-2.66
166	72	-0.68
167	72	0.31
168	72	-0.86
169	72	-1.17
170	72	1.49
171	72	0.83
172	72	0.88
173	72	0.99
174	72	0.64
175	72	2.36
176	72	0.07
177	72	-3.05
178	72	0.54
179	72	-1.18
180	72	2.09
0	73	-1.90
1	73	-1.69
2	73	-1.06
3	73	-0.70
4	73	-0.18
5	73	-0.74
6	73	-2.43
7	73	-1.92
8	73	0.25
9	73	2.38
10	73	1.12
11	73	0.17
12	73	1.21
13	73	1.51
14	73	1.30
15	73	2.89
16	73	1.71
17	73	1.86
18	73	-4.08
19	73	-2.41
20	73	4.01
21	73	0.01
22	73	0.34
23	73	5.70
24	73	2.04
25	73	2.79
26	73	3.26
27	73	2.83
28	73	3.50
29	73	4.29
30	73	2.68
31	73	3.32
32	73	4.24
33	73	3.54
34	73	7.39
35	73	1.36
36	73	0.18
37	73	-0.30
38	73	0.24
39	73	1.02
40	73	2.21
41	73	4.12
42	73	2.63
43	73	1.48
44	73	5.04
45	73	3.56
46	73	2.57
47	73	5.05
48	73	5.21
49	73	5.22
50	73	3.81
51	73	3.96
52	73	6.33
53	73	3.90
54	73	4.93
55	73	4.71
56	73	4.80
57	73	5.45
58	73	4.05
59	73	4.40
60	73	4.55
61	73	4.26
62	73	4.54
63	73	4.42
64	73	4.64
65	73	4.79
66	73	6.06
67	73	6.44
68	73	6.80
69	73	7.15
70	73	-12.60
71	73	-14.60
72	73	-15.25
73	73	-12.66
74	73	-13.90
75	73	-13.98
76	73	-12.54
77	73	5.31
78	73	4.71
79	73	6.12
80	73	5.89
81	73	5.07
82	73	3.73
83	73	-10.50
84	73	-22.92
85	73	-14.99
86	73	-37.86
87	73	-38.54
88	73	-32.67
89	73	-38.07
90	73	-36.74
91	73	-31.09
92	73	-30.79
93	73	-30.52
94	73	-18.44
95	73	-29.51
96	73	-27.33
97	73	-23.82
98	73	-21.52
99	73	-17.77
100	73	-16.07
101	73	-23.22
102	73	-6.45
103	73	-10.79
104	73	-8.45
105	73	2.75
106	73	4.16
107	73	5.74
108	73	6.30
109	73	4.73
110	73	4.41
111	73	-5.90
112	73	-7.08
113	73	-4.88
114	73	-9.71
115	73	-11.69
116	73	-14.03
117	73	1.99
118	73	4.08
119	73	5.12
120	73	4.41
121	73	3.95
122	73	5.40
123	73	4.33
124	73	5.18
125	73	4.34
126	73	4.50
127	73	4.55
128	73	0.02
129	73	1.67
130	73	2.95
131	73	5.06
132	73	7.41
133	73	3.59
134	73	3.48
135	73	4.42
136	73	3.51
137	73	3.59
138	73	3.56
139	73	0.84
140	73	1.07
141	73	1.16
142	73	1.70
143	73	5.21
144	73	4.90
145	73	4.21
146	73	4.41
147	73	1.13
148	73	5.33
149	73	8.67
150	73	8.92
151	73	7.53
152	73	1.85
153	73	3.06
154	73	3.51
155	73	3.28
156	73	-0.52
157	73	0.77
158	73	-2.15
159	73	-2.93
160	73	1.97
161	73	2.22
162	73	0.64
163	73	-7.25
164	73	-4.60
165	73	-5.11
166	73	-5.61
167	73	-3.87
168	73	-0.02
169	73	-0.85
170	73	-0.38
171	73	0.50
172	73	0.85
173	73	0.90
174	73	-0.87
175	73	-1.21
176	73	2.27
177	73	0.32
178	73	0.50
179	73	-1.26
180	73	2.09
0	74	-1.90
1	74	-1.63
2	74	-0.65
3	74	-0.28
4	74	-3.90
5	74	-0.40
6	74	-0.93
7	74	-2.47
8	74	-0.62
9	74	2.92
10	74	-1.21
11	74	-1.36
12	74	1.73
13	74	0.87
14	74	2.88
15	74	-0.89
16	74	0.58
17	74	4.41
18	74	-1.17
19	74	1.74
20	74	5.06
21	74	3.43
22	74	1.23
23	74	-0.38
24	74	3.52
25	74	4.45
26	74	4.15
27	74	6.52
28	74	6.04
29	74	5.69
30	74	5.41
31	74	2.20
32	74	1.16
33	74	1.95
34	74	1.50
35	74	1.40
36	74	2.46
37	74	0.28
38	74	0.22
39	74	0.93
40	74	3.58
41	74	2.24
42	74	2.71
43	74	3.18
44	74	4.27
45	74	4.30
46	74	5.97
47	74	7.19
48	74	1.81
49	74	5.28
50	74	3.97
51	74	4.44
52	74	3.86
53	74	4.29
54	74	4.87
55	74	5.72
56	74	6.18
57	74	3.50
58	74	4.22
59	74	4.15
60	74	4.42
61	74	3.30
62	74	5.52
63	74	4.30
64	74	3.08
65	74	3.57
66	74	4.71
67	74	5.39
68	74	4.10
69	74	-9.61
70	74	-10.42
71	74	-9.73
72	74	-13.54
73	74	-15.39
74	74	-14.65
75	74	-14.48
76	74	-11.79
77	74	-3.13
78	74	5.51
79	74	5.45
80	74	7.60
81	74	6.15
82	74	6.36
83	74	-6.86
84	74	-15.41
85	74	-38.56
86	74	-22.92
87	74	-34.87
88	74	-31.75
89	74	-36.52
90	74	-36.15
91	74	-35.44
92	74	-42.89
93	74	-32.70
94	74	-18.34
95	74	-31.22
96	74	-27.18
97	74	-11.94
98	74	-16.37
99	74	-15.71
100	74	-16.17
101	74	-17.16
102	74	-10.98
103	74	4.75
104	74	5.50
105	74	4.63
106	74	6.75
107	74	4.32
108	74	8.83
109	74	5.73
110	74	-7.27
111	74	-18.99
112	74	-12.41
113	74	-13.38
