Theta	Phi	Total-adj
98	327	-17.22
99	327	-6.12
100	327	-24.51
101	327	-9.09
102	327	0.71
103	327	-15.69
104	327	-18.52
105	327	-8.37
106	327	-20.49
107	327	-20.49
108	327	-9.31
109	327	-12.20
110	327	-15.05
111	327	-21.46
112	327	-28.77
113	327	-16.45
114	327	-12.34
115	327	-15.75
116	327	-17.45
117	327	-11.02
118	327	-13.94
119	327	-16.75
120	327	-19.35
121	327	-10.80
122	327	-4.79
123	327	-10.79
124	327	-9.05
125	327	-10.75
126	327	-9.78
127	327	-6.74
128	327	-8.01
129	327	1.08
130	327	-1.10
131	327	-3.14
132	327	-5.60
133	327	-4.43
134	327	-11.02
135	327	-9.46
136	327	-4.28
137	327	-7.90
138	327	-17.65
139	327	-20.65
140	327	-9.50
141	327	-11.80
142	327	-15.08
143	327	-15.00
144	327	-6.92
145	327	-9.05
146	327	-8.65
147	327	-6.36
148	327	-2.49
149	327	-3.11
150	327	-1.78
151	327	-2.63
152	327	-0.06
153	327	-3.12
154	327	-4.62
155	327	-2.47
156	327	-3.56
157	327	-2.17
158	327	-6.30
159	327	-5.23
160	327	0.16
161	327	1.31
162	327	-4.33
163	327	-2.33
164	327	-1.96
165	327	-2.55
166	327	0.75
167	327	1.02
168	327	-11.56
169	327	-5.66
170	327	-11.40
171	327	-12.89
172	327	-10.75
173	327	-7.45
174	327	-5.61
175	327	-4.45
176	327	-0.83
177	327	-0.29
178	327	-2.89
179	327	-5.32
180	327	2.09
0	328	-1.90
1	328	-0.75
2	328	-2.22
3	328	2.60
4	328	-2.22
5	328	-3.68
6	328	-4.96
7	328	-20.66
8	328	-13.40
9	328	-6.04
10	328	-10.18
11	328	-8.34
12	328	-8.05
13	328	-9.71
14	328	-8.73
15	328	-7.67
16	328	-5.60
17	328	-6.88
18	328	-8.28
19	328	-9.10
20	328	-1.99
21	328	-1.82
22	328	3.44
23	328	-1.42
24	328	1.81
25	328	-6.24
26	328	-8.43
27	328	-8.91
28	328	-11.46
29	328	-7.94
30	328	-5.20
31	328	0.21
32	328	-1.75
33	328	-3.09
34	328	-1.80
35	328	-2.48
36	328	-12.13
37	328	-3.72
38	328	-5.74
39	328	-11.41
40	328	0.02
41	328	-1.45
42	328	-2.25
43	328	-1.15
44	328	-0.45
45	328	0.04
46	328	0.42
47	328	-4.21
48	328	-3.90
49	328	1.81
50	328	-8.58
51	328	-4.09
52	328	-0.42
53	328	-10.42
54	328	-6.91
55	328	-4.09
56	328	-5.88
57	328	-1.75
58	328	-6.38
59	328	-10.70
60	328	-7.44
61	328	-5.60
62	328	-1.67
63	328	-3.66
64	328	-2.47
65	328	-6.10
66	328	-5.08
67	328	-3.70
68	328	-3.48
69	328	-6.38
70	328	-6.91
71	328	-4.46
72	328	0.07
73	328	-9.02
74	328	-7.89
75	328	-6.03
76	328	-8.08
77	328	-10.66
78	328	-13.21
79	328	-15.61
80	328	-21.29
81	328	-19.54
82	328	-9.86
83	328	-9.39
84	328	-8.91
85	328	-10.21
86	328	-6.59
87	328	-25.17
88	328	-27.88
89	328	-36.91
90	328	-42.02
91	328	-20.06
92	328	-12.65
93	328	-28.62
94	328	-34.29
95	328	-20.86
96	328	-21.30
97	328	-16.60
98	328	-15.15
99	328	-12.97
100	328	-14.77
101	328	-36.11
102	328	-34.01
103	328	-13.68
104	328	-15.01
105	328	-7.04
106	328	-9.76
107	328	-14.17
108	328	-25.24
109	328	-30.08
110	328	-30.01
111	328	-29.93
112	328	-28.95
113	328	-41.87
114	328	-11.08
115	328	-16.42
116	328	-16.78
117	328	-12.46
118	328	-18.74
119	328	-17.37
120	328	-6.75
121	328	-11.59
122	328	-8.50
123	328	-5.30
124	328	-7.46
125	328	-12.67
126	328	-14.61
127	328	-17.33
128	328	-15.93
129	328	1.39
130	328	-0.77
131	328	-3.70
132	328	-3.08
133	328	-5.20
134	328	-16.68
135	328	2.85
136	328	-5.08
137	328	-14.86
138	328	-8.66
139	328	-10.32
140	328	-8.75
141	328	-4.83
142	328	-4.62
143	328	-16.16
144	328	-12.90
145	328	-8.50
146	328	-5.15
147	328	-6.08
148	328	-20.94
149	328	-6.74
150	328	-1.68
151	328	-0.41
152	328	-1.76
153	328	-7.90
154	328	-6.57
155	328	-5.36
156	328	-0.81
157	328	1.98
158	328	-1.87
159	328	-2.27
160	328	3.05
161	328	1.25
162	328	5.28
163	328	1.25
164	328	-1.62
165	328	-2.63
166	328	-10.65
167	328	0.63
168	328	-10.06
169	328	-10.29
170	328	-11.86
171	328	-15.26
172	328	-6.69
173	328	-6.11
174	328	-5.71
175	328	-0.11
176	328	-0.37
177	328	0.04
178	328	-2.77
179	328	-3.25
180	328	2.09
0	329	-1.90
1	329	-0.96
2	329	-2.08
3	329	-2.58
4	329	-3.06
5	329	-4.80
6	329	-3.43
7	329	-11.05
8	329	-8.29
9	329	-8.50
10	329	-14.22
11	329	-9.01
12	329	-11.72
13	329	-8.62
14	329	-6.94
15	329	-9.94
16	329	-9.89
17	329	-9.43
18	329	-8.77
19	329	-5.39
20	329	-9.04
21	329	-0.03
22	329	-3.27
23	329	2.72
24	329	3.29
25	329	-8.89
26	329	-4.81
27	329	-7.86
28	329	-6.07
29	329	-3.59
30	329	-3.57
31	329	-5.80
32	329	-3.93
33	329	-3.62
34	329	-0.93
35	329	0.37
36	329	-9.30
37	329	-4.95
38	329	-5.45
39	329	-0.70
40	329	-4.97
41	329	-6.82
42	329	0.11
43	329	-5.62
44	329	3.94
45	329	0.39
46	329	1.36
47	329	0.74
48	329	-4.01
49	329	-1.89
50	329	-1.87
51	329	-0.71
52	329	-1.12
53	329	-9.95
54	329	-6.23
55	329	-10.47
56	329	-12.03
57	329	-12.98
58	329	-11.29
59	329	-8.58
60	329	-5.44
61	329	-4.72
62	329	-3.10
63	329	-2.86
64	329	-5.02
65	329	-7.17
66	329	-6.16
67	329	-3.41
68	329	-4.91
69	329	-6.20
70	329	-7.32
71	329	-6.97
72	329	-6.08
73	329	-7.82
74	329	-6.78
75	329	-6.11
76	329	-9.39
77	329	-12.20
78	329	-19.31
79	329	-15.16
80	329	-16.99
81	329	-18.73
82	329	-18.11
83	329	-12.35
84	329	-11.25
85	329	-9.92
86	329	-10.04
87	329	-13.10
88	329	-26.30
89	329	-27.83
90	329	-40.86
91	329	-52.90
92	329	-21.63
93	329	-32.15
94	329	-6.59
95	329	-37.92
96	329	-30.82
97	329	-32.19
98	329	-34.88
99	329	-33.61
100	329	-24.05
101	329	-22.03
102	329	-49.18
103	329	-22.49
104	329	-25.29
105	329	3.31
106	329	-7.54
107	329	-24.58
108	329	-16.62
109	329	-0.62
110	329	-8.13
111	329	-26.69
112	329	-23.23
113	329	-30.32
114	329	-10.96
115	329	-16.94
116	329	-15.92
117	329	-18.74
118	329	-19.22
119	329	-16.79
120	329	-13.84
121	329	-20.29
122	329	-16.32
123	329	-7.48
124	329	-5.78
125	329	-8.10
126	329	-7.86
127	329	-12.83
128	329	-10.16
129	329	1.18
130	329	0.95
131	329	0.74
132	329	-9.81
133	329	-9.26
134	329	-8.72
135	329	-9.40
136	329	-18.43
137	329	-13.23
138	329	-17.59
139	329	-16.88
140	329	-16.16
141	329	-9.44
142	329	-14.28
143	329	-9.63
144	329	-7.09
145	329	-16.32
146	329	-10.83
147	329	-7.94
148	329	-7.67
149	329	-7.85
150	329	2.06
151	329	2.28
152	329	-3.84
153	329	-8.26
154	329	3.30
155	329	-6.60
156	329	1.53
157	329	-2.11
158	329	-6.76
159	329	0.27
160	329	3.89
161	329	-2.12
162	329	1.66
163	329	4.74
164	329	-0.18
165	329	-0.04
166	329	-1.08
167	329	-1.03
168	329	-2.08
169	329	-3.08
170	329	-5.88
171	329	-4.57
172	329	-5.24
173	329	-7.83
174	329	-7.68
175	329	-1.15
176	329	0.26
177	329	0.24
178	329	-4.36
179	329	-6.04
180	329	2.09
0	330	-1.90
1	330	-1.15
2	330	-1.83
3	330	3.18
4	330	-2.42
5	330	-4.42
6	330	-7.14
7	330	-8.43
8	330	-8.68
9	330	-12.40
10	330	-14.63
11	330	-10.73
12	330	-10.16
13	330	-6.89
14	330	-7.78
15	330	-7.89
16	330	-3.53
17	330	-1.43
18	330	-6.58
19	330	-5.53
20	330	-3.68
21	330	-11.75
22	330	1.32
23	330	0.68
24	330	2.85
25	330	1.72
26	330	0.63
27	330	-5.97
28	330	-2.20
29	330	-0.05
30	330	-2.96
31	330	-2.83
32	330	-3.79
33	330	-5.30
34	330	-3.32
35	330	-1.93
36	330	-4.07
37	330	-4.22
38	330	-2.85
39	330	-2.18
40	330	-2.45
41	330	0.10
42	330	-0.62
43	330	-0.16
44	330	0.00
45	330	1.83
46	330	-0.12
47	330	-0.55
48	330	-3.27
49	330	-4.36
50	330	-0.16
51	330	-6.49
52	330	-3.87
53	330	-3.46
54	330	-2.69
55	330	-1.47
56	330	-5.07
57	330	-4.94
58	330	0.43
59	330	-4.35
60	330	-2.08
61	330	-3.85
62	330	-2.57
63	330	-8.12
64	330	-7.89
65	330	-7.52
66	330	-6.05
67	330	-14.35
68	330	-11.11
69	330	-5.69
70	330	-5.86
71	330	-6.99
72	330	-8.37
73	330	-5.89
74	330	-8.09
75	330	-5.91
76	330	-6.11
77	330	-4.89
78	330	-4.79
79	330	-5.65
80	330	-21.47
81	330	-33.86
82	330	-15.16
83	330	-10.15
84	330	-9.46
85	330	-9.66
86	330	-9.73
87	330	-13.16
88	330	-11.95
89	330	-29.57
90	330	-17.85
91	330	-9.79
92	330	-15.15
93	330	-37.83
94	330	-23.70
95	330	-37.08
96	330	-34.94
97	330	-33.81
98	330	-30.74
99	330	-30.30
100	330	-21.64
101	330	-34.67
102	330	-17.33
103	330	-25.90
104	330	-23.40
105	330	-30.38
106	330	-7.69
107	330	-28.30
108	330	-12.21
109	330	-3.84
110	330	-2.27
111	330	-26.22
112	330	-25.20
113	330	-28.62
114	330	-19.94
115	330	-16.49
116	330	-15.70
117	330	-15.67
118	330	-12.31
119	330	-13.82
120	330	-7.86
121	330	-10.70
122	330	-14.72
123	330	-15.55
124	330	-4.95
125	330	-14.13
126	330	-13.00
127	330	-10.07
128	330	-5.60
129	330	-2.00
130	330	-3.26
131	330	-3.01
132	330	-8.26
133	330	-8.71
134	330	-9.14
135	330	-12.04
136	330	-11.38
137	330	-12.66
138	330	-10.87
139	330	-11.71
140	330	-17.43
141	330	-10.76
142	330	-15.35
143	330	-18.92
144	330	-21.44
145	330	-14.54
146	330	-11.27
147	330	-13.46
148	330	-7.90
149	330	-4.65
150	330	-4.89
151	330	0.41
152	330	-3.63
153	330	5.28
154	330	0.91
155	330	-0.98
156	330	0.44
157	330	-2.64
158	330	-1.62
159	330	-2.06
160	330	-1.50
161	330	-5.35
162	330	-6.95
163	330	5.49
164	330	-1.03
165	330	-7.71
166	330	-8.06
167	330	-1.37
168	330	-0.80
169	330	-2.62
170	330	-18.57
171	330	-9.32
172	330	-7.83
173	330	-6.84
174	330	-13.89
175	330	-1.61
176	330	-0.50
177	330	0.34
178	330	-4.22
179	330	-4.79
180	330	2.09
0	331	-1.90
1	331	-1.09
2	331	-1.28
3	331	-1.57
4	331	-1.70
5	331	-4.27
6	331	-7.19
7	331	-10.06
8	331	-8.92
9	331	-10.00
10	331	-9.32
11	331	-8.80
12	331	-9.11
13	331	-8.36
14	331	-3.90
15	331	-3.28
16	331	-7.12
17	331	-14.53
18	331	-13.92
19	331	-7.43
20	331	-4.96
21	331	-5.99
22	331	3.15
23	331	2.74
24	331	0.99
25	331	-1.81
26	331	-4.80
27	331	-3.82
28	331	-4.48
29	331	-4.65
30	331	-5.52
31	331	-4.54
32	331	-1.62
33	331	-4.03
34	331	-2.39
35	331	0.12
36	331	-1.31
37	331	-0.62
38	331	-8.77
39	331	-3.47
40	331	-2.65
41	331	-2.83
42	331	-3.13
43	331	-5.87
44	331	0.26
45	331	-6.10
46	331	0.25
47	331	-2.38
48	331	-2.50
49	331	-3.03
50	331	-0.68
51	331	-3.04
52	331	-6.13
53	331	-5.80
54	331	-5.94
55	331	-5.00
56	331	-12.99
57	331	-10.76
58	331	-4.69
59	331	-2.10
60	331	-3.99
61	331	-3.22
62	331	-1.16
63	331	-2.60
64	331	-2.40
65	331	-6.00
66	331	-5.48
67	331	4.73
68	331	-2.10
69	331	-5.82
70	331	-5.90
71	331	-6.78
72	331	-6.63
73	331	-7.35
74	331	-6.57
75	331	-6.25
76	331	-5.43
77	331	-4.26
78	331	-2.43
79	331	1.56
80	331	-3.68
81	331	-3.56
82	331	-8.59
83	331	-8.27
84	331	-7.91
85	331	-11.29
86	331	-14.05
87	331	-10.71
88	331	-13.89
89	331	-25.78
90	331	-26.03
91	331	-13.69
92	331	-21.96
93	331	-27.31
94	331	-17.87
95	331	-9.96
96	331	-31.30
97	331	-34.06
98	331	-42.45
99	331	-18.61
100	331	-37.74
101	331	-7.92
102	331	-15.61
103	331	-13.28
104	331	-47.24
105	331	-26.21
106	331	-8.16
107	331	-12.18
108	331	-17.98
109	331	-14.37
110	331	5.04
111	331	-10.29
112	331	-1.64
113	331	-17.88
114	331	-13.29
115	331	-14.43
116	331	-14.39
117	331	-14.32
118	331	-14.04
119	331	-13.73
120	331	-8.09
121	331	-7.66
122	331	-11.51
123	331	-8.84
124	331	-4.03
125	331	-6.69
126	331	-12.89
127	331	-9.80
128	331	-6.84
129	331	1.30
130	331	1.73
131	331	1.23
132	331	1.15
133	331	-6.81
134	331	-9.57
135	331	-6.21
136	331	-10.86
137	331	-15.38
138	331	-11.03
139	331	-13.55
140	331	-12.73
141	331	-9.49
142	331	-10.18
143	331	-0.43
144	331	-9.50
145	331	-10.98
146	331	-11.31
147	331	-8.51
148	331	-9.63
149	331	-10.67
150	331	-10.95
151	331	-3.53
152	331	1.11
153	331	8.03
154	331	-0.99
155	331	-11.42
156	331	-1.45
157	331	-1.34
158	331	-3.04
159	331	-0.44
160	331	-3.86
161	331	-2.61
162	331	-2.06
163	331	0.33
164	331	1.45
165	331	-7.70
166	331	-6.27
167	331	-3.56
168	331	0.74
169	331	-9.68
170	331	-14.58
171	331	-8.72
172	331	-9.83
173	331	-8.04
174	331	-9.81
175	331	-1.54
176	331	-1.17
177	331	-0.32
178	331	-4.04
179	331	-4.51
180	331	2.09
0	332	-1.90
1	332	-1.02
2	332	0.26
3	332	4.20
4	332	-0.14
5	332	-8.94
6	332	-9.83
7	332	-11.00
8	332	-7.10
9	332	-5.74
10	332	-6.92
11	332	-7.55
12	332	-8.27
13	332	-7.04
14	332	0.00
15	332	-17.31
16	332	-5.81
17	332	-3.56
18	332	-9.58
19	332	-7.01
20	332	-6.09
21	332	-12.20
22	332	-6.42
23	332	3.04
24	332	1.22
25	332	0.53
26	332	-0.55
27	332	-3.28
28	332	-6.58
29	332	-3.06
30	332	-3.39
31	332	-2.15
32	332	-2.18
33	332	-4.03
34	332	-6.03
35	332	-1.35
36	332	-2.89
37	332	-3.47
38	332	-3.68
39	332	-4.07
40	332	-0.82
41	332	0.38
42	332	0.85
43	332	0.11
44	332	0.79
45	332	1.43
46	332	-9.79
47	332	2.24
48	332	-0.15
49	332	-6.57
50	332	-6.02
51	332	-3.25
52	332	-0.79
53	332	-1.98
54	332	-3.16
55	332	-6.69
56	332	-3.48
57	332	-4.16
58	332	-0.68
59	332	-1.60
60	332	-1.54
61	332	-0.76
62	332	-1.87
63	332	-2.41
64	332	-5.37
65	332	-5.56
66	332	-5.77
67	332	-6.64
68	332	-5.34
69	332	-4.67
70	332	-5.64
71	332	-5.74
72	332	-6.42
73	332	-7.22
74	332	-9.08
75	332	-6.03
76	332	-4.87
77	332	-5.67
78	332	-2.96
79	332	-2.51
80	332	-8.61
81	332	-8.06
82	332	-7.81
83	332	-7.76
84	332	-7.67
85	332	-11.03
86	332	-9.30
87	332	-11.66
88	332	-11.01
89	332	-32.55
90	332	-32.91
91	332	-28.28
92	332	-28.13
93	332	-27.64
94	332	-17.70
95	332	-35.94
96	332	-34.93
97	332	-35.71
98	332	-29.93
99	332	-11.80
100	332	-17.39
101	332	-10.88
102	332	-16.86
103	332	-18.55
104	332	-17.79
105	332	-20.03
106	332	-10.05
107	332	-12.01
108	332	-3.54
109	332	-3.70
110	332	-4.00
111	332	-15.26
112	332	-31.62
113	332	-19.85
114	332	-15.73
115	332	-13.24
116	332	-13.88
117	332	-14.29
118	332	-14.05
119	332	-11.71
120	332	-8.87
121	332	-7.59
122	332	-21.25
123	332	-11.58
124	332	-15.84
125	332	-11.67
126	332	-7.18
127	332	-6.06
128	332	-7.39
129	332	-2.18
130	332	-2.92
131	332	-1.95
132	332	6.29
133	332	-17.07
134	332	-11.73
135	332	-10.75
136	332	-8.31
137	332	-6.85
138	332	-12.27
139	332	-13.47
140	332	-16.38
141	332	-15.19
142	332	-16.94
143	332	-15.52
144	332	-17.21
145	332	-17.72
146	332	-13.93
147	332	-10.52
148	332	-8.18
149	332	-10.87
150	332	-1.92
151	332	2.16
152	332	1.57
153	332	2.26
154	332	-6.07
155	332	-2.11
156	332	-2.19
157	332	-3.39
158	332	-0.48
159	332	0.55
160	332	-1.58
161	332	-0.10
162	332	-0.48
163	332	0.95
164	332	-2.77
165	332	-2.23
166	332	-11.03
167	332	-8.32
168	332	-1.24
169	332	-7.37
170	332	-9.70
171	332	-10.81
172	332	-10.89
173	332	-5.32
174	332	-5.01
175	332	-4.68
176	332	-1.73
177	332	-0.11
178	332	-3.57
179	332	-4.09
180	332	2.09
0	333	-1.90
1	333	-1.13
2	333	1.03
3	333	2.71
4	333	-1.14
5	333	-10.58
6	333	-6.67
7	333	-6.21
8	333	-4.59
9	333	-3.04
10	333	-13.61
11	333	-13.20
12	333	-11.96
13	333	-9.71
14	333	-10.28
15	333	-18.70
16	333	-12.71
17	333	-8.18
18	333	-3.09
19	333	-4.23
20	333	-2.11
21	333	2.44
22	333	3.38
23	333	2.25
24	333	5.10
25	333	-4.74
26	333	-3.33
27	333	-3.42
28	333	-4.92
29	333	-2.01
30	333	0.99
31	333	1.35
32	333	-2.19
33	333	-1.65
34	333	-0.93
35	333	-1.67
36	333	-3.67
37	333	-5.17
38	333	-5.11
39	333	-7.86
40	333	-8.08
41	333	-4.66
42	333	3.63
43	333	3.38
44	333	3.11
45	333	1.97
46	333	2.10
47	333	-1.74
48	333	-10.40
49	333	-5.15
50	333	-1.40
51	333	-3.69
52	333	-4.81
53	333	-6.27
54	333	-9.47
55	333	-8.85
56	333	-8.06
57	333	-5.98
58	333	-2.67
59	333	-4.23
60	333	-5.70
61	333	-5.19
62	333	-6.85
63	333	-5.59
64	333	-5.07
65	333	-5.82
66	333	-6.46
67	333	-3.20
68	333	-2.09
69	333	-5.07
70	333	-5.71
71	333	-5.98
72	333	-7.41
73	333	-6.51
74	333	-7.35
75	333	-6.47
76	333	-5.66
77	333	-5.44
78	333	-4.55
79	333	-4.64
80	333	-6.66
81	333	-4.58
82	333	-5.60
83	333	-5.64
84	333	-7.71
85	333	-8.36
86	333	-10.67
87	333	-11.70
88	333	-33.41
89	333	-30.09
90	333	-27.20
91	333	-26.48
92	333	-26.46
93	333	-27.66
94	333	-27.01
95	333	-24.64
96	333	-17.17
97	333	-28.37
98	333	-26.36
99	333	-22.24
100	333	-22.75
101	333	-19.54
102	333	-19.52
103	333	-18.70
104	333	-13.81
105	333	-11.97
106	333	-11.67
107	333	-10.61
108	333	-9.37
109	333	-8.35
110	333	-9.06
111	333	-11.29
112	333	-11.63
113	333	-13.76
114	333	-6.18
115	333	-8.89
116	333	-18.85
117	333	-19.81
118	333	-18.78
119	333	-17.67
120	333	-17.63
121	333	-18.75
122	333	-16.26
123	333	-14.42
124	333	-9.44
125	333	-12.71
126	333	-10.65
127	333	-4.88
128	333	-3.52
129	333	1.87
130	333	-1.11
131	333	-0.04
132	333	-1.71
133	333	-0.95
134	333	-18.04
135	333	-14.23
136	333	-11.16
137	333	-13.51
138	333	-14.83
139	333	-15.60
140	333	-14.67
141	333	-14.09
142	333	-9.44
143	333	-12.15
144	333	-27.03
145	333	-11.52
146	333	-5.56
147	333	-10.03
148	333	-4.92
149	333	-1.36
150	333	-0.73
151	333	-2.74
152	333	-4.44
153	333	5.86
154	333	1.97
155	333	2.45
156	333	-0.50
157	333	-1.05
158	333	1.85
159	333	-2.57
160	333	-0.02
161	333	0.55
162	333	-3.63
163	333	-0.89
164	333	-0.92
165	333	-2.82
166	333	-4.22
167	333	-3.56
168	333	-7.75
169	333	-7.02
170	333	-4.51
171	333	-2.67
172	333	-7.05
173	333	-10.05
174	333	-9.14
175	333	-7.33
176	333	-1.34
177	333	0.89
178	333	-2.84
179	333	-3.81
180	333	2.09
0	334	-1.90
1	334	-1.20
2	334	1.37
3	334	0.68
4	334	-3.93
5	334	-3.45
6	334	-4.45
7	334	-9.61
8	334	-8.80
9	334	-6.29
10	334	-8.07
11	334	-9.22
12	334	-9.82
13	334	-4.68
14	334	-7.26
15	334	-10.53
16	334	-11.67
17	334	-0.76
18	334	-4.80
19	334	-8.18
20	334	-0.79
21	334	4.48
22	334	1.72
23	334	0.24
24	334	5.05
25	334	0.76
26	334	-10.39
27	334	-10.55
28	334	0.66
29	334	-2.61
30	334	-3.81
31	334	-3.91
32	334	-4.43
33	334	-5.73
34	334	-5.30
35	334	-1.93
36	334	-4.63
37	334	-7.94
38	334	-1.76
39	334	-10.80
40	334	-1.25
41	334	0.40
42	334	-8.05
43	334	4.31
44	334	1.50
45	334	1.64
46	334	3.16
47	334	0.67
48	334	0.42
49	334	-4.25
50	334	-4.71
51	334	-6.34
52	334	-2.80
53	334	-3.31
54	334	-2.24
55	334	-2.13
56	334	-3.29
57	334	-3.15
58	334	-6.07
59	334	-4.54
60	334	-1.63
61	334	0.11
62	334	-2.89
63	334	-3.74
64	334	-5.35
65	334	-5.23
66	334	-6.86
67	334	-6.99
68	334	-9.39
69	334	-2.93
70	334	-5.14
71	334	-5.69
72	334	-6.28
73	334	-7.29
74	334	-7.05
75	334	-5.80
76	334	-4.66
77	334	-4.95
78	334	-4.95
79	334	-4.31
80	334	-3.42
81	334	-5.60
82	334	-6.15
83	334	-6.92
84	334	-8.81
85	334	-11.02
86	334	-9.16
87	334	-13.44
88	334	-29.00
89	334	-36.14
90	334	-27.21
91	334	-33.66
92	334	-30.97
93	334	-34.48
94	334	-33.58
95	334	-23.48
96	334	-24.27
97	334	-23.99
98	334	-22.36
99	334	-32.45
100	334	-12.51
101	334	-12.32
102	334	-15.14
103	334	-13.60
104	334	-16.70
105	334	-17.10
106	334	-28.24
107	334	-6.48
108	334	-14.57
109	334	7.41
110	334	-15.00
111	334	-10.18
112	334	-12.28
113	334	-17.73
114	334	-15.97
115	334	-11.19
116	334	-1.82
117	334	-19.59
118	334	-19.90
119	334	-20.07
120	334	-8.44
121	334	-3.72
122	334	-11.09
123	334	-12.92
124	334	-5.27
125	334	-21.32
126	334	-12.98
127	334	-8.23
128	334	-10.83
129	334	2.03
130	334	1.65
131	334	1.17
132	334	3.18
133	334	-17.22
134	334	-16.19
135	334	-16.71
136	334	-16.33
137	334	-11.73
138	334	-16.41
139	334	-9.37
140	334	-11.12
141	334	-11.97
142	334	-12.83
143	334	-6.47
144	334	-6.39
145	334	-6.40
146	334	-11.60
147	334	-9.62
148	334	-4.48
149	334	-4.05
150	334	-4.47
151	334	-5.60
152	334	1.79
153	334	6.45
154	334	-2.97
155	334	5.48
156	334	-0.19
157	334	0.53
158	334	-1.64
159	334	-2.52
160	334	-2.49
161	334	0.23
162	334	0.16
163	334	-1.83
164	334	0.37
165	334	-5.01
166	334	-7.99
167	334	-9.25
168	334	2.71
169	334	-8.00
170	334	-6.34
171	334	-6.80
172	334	-8.55
173	334	-11.77
174	334	-12.33
175	334	-5.60
176	334	-1.68
177	334	1.19
178	334	-2.27
179	334	-3.66
180	334	2.09
0	335	-1.90
1	335	-2.29
2	335	1.33
3	335	-2.04
4	335	-5.51
5	335	-6.42
6	335	-14.01
7	335	-9.96
8	335	-8.22
9	335	-1.94
10	335	-7.77
11	335	-10.42
12	335	-13.27
13	335	-9.78
14	335	-4.57
15	335	-10.87
16	335	-13.58
17	335	-9.51
18	335	-5.88
19	335	-1.25
20	335	-6.38
21	335	1.88
22	335	-2.52
23	335	0.23
24	335	-1.74
25	335	-1.83
26	335	0.20
27	335	-4.54
28	335	-2.63
29	335	-4.87
30	335	-3.34
31	335	-0.20
32	335	-0.39
33	335	-3.06
34	335	-2.78
35	335	-4.22
36	335	-1.32
37	335	2.35
38	335	-3.31
39	335	-4.94
40	335	-0.55
41	335	-1.66
42	335	-0.77
43	335	0.23
44	335	3.68
45	335	-3.01
46	335	5.14
47	335	3.62
48	335	-5.40
49	335	-5.65
50	335	-3.80
51	335	-3.55
52	335	-1.06
53	335	-5.89
54	335	-4.47
55	335	-4.79
56	335	-5.33
57	335	-4.12
58	335	-4.67
59	335	-5.16
60	335	-7.16
61	335	-5.12
62	335	-3.50
63	335	-1.73
64	335	-3.91
65	335	-4.32
66	335	-5.41
67	335	-3.78
68	335	-3.01
69	335	-3.67
70	335	-4.71
71	335	-5.22
72	335	-5.78
73	335	-6.78
74	335	-6.20
75	335	-5.47
76	335	-7.60
77	335	-6.31
78	335	-4.95
79	335	-5.20
80	335	-5.47
81	335	-5.98
82	335	-5.13
83	335	-7.34
84	335	-8.99
85	335	-11.29
86	335	-9.58
87	335	-14.03
88	335	-11.57
89	335	-32.41
90	335	-28.62
91	335	-26.85
92	335	-26.97
93	335	-26.46
94	335	-29.76
95	335	-16.70
96	335	-33.31
97	335	-29.11
98	335	-28.38
99	335	-26.27
100	335	-13.49
101	335	-14.18
102	335	-14.74
103	335	-15.11
104	335	-13.32
105	335	-23.59
106	335	-22.97
107	335	-15.39
108	335	-11.04
109	335	-23.74
110	335	-18.45
111	335	-4.69
112	335	-6.56
113	335	-5.25
114	335	-7.05
115	335	-1.96
116	335	-7.86
117	335	-1.64
118	335	-12.17
119	335	-21.82
120	335	-20.83
121	335	-16.25
122	335	-17.56
123	335	-18.09
124	335	-9.62
125	335	-11.72
126	335	-19.81
127	335	-10.57
128	335	-12.10
129	335	1.23
130	335	0.83
131	335	1.58
132	335	1.44
133	335	-8.78
134	335	-11.62
135	335	-8.41
136	335	-20.43
137	335	-11.97
138	335	-9.00
139	335	-9.76
140	335	-8.14
141	335	-15.14
142	335	-8.98
143	335	2.28
144	335	-13.97
145	335	-8.55
146	335	-18.13
147	335	-11.26
148	335	-8.94
149	335	-8.46
150	335	0.22
151	335	2.05
152	335	-2.43
153	335	-1.40
154	335	-0.75
155	335	-0.78
156	335	-0.41
157	335	3.98
158	335	-7.81
159	335	-3.70
160	335	-1.34
161	335	1.63
162	335	2.69
163	335	1.25
164	335	1.87
165	335	-3.56
166	335	-5.19
167	335	-4.01
168	335	-1.32
169	335	-8.08
170	335	-1.10
171	335	-6.62
172	335	-15.14
173	335	-10.96
174	335	-12.47
175	335	-2.90
176	335	-2.96
177	335	0.75
178	335	-1.88
179	335	-3.63
180	335	2.09
0	336	-1.90
1	336	-2.14
2	336	0.94
3	336	-7.28
4	336	-5.08
5	336	-7.51
6	336	-5.88
7	336	-10.40
8	336	-7.90
9	336	-6.34
10	336	-14.77
11	336	-9.65
12	336	-12.45
13	336	-13.15
14	336	-13.37
15	336	-10.92
16	336	-10.11
17	336	-12.71
18	336	-9.94
19	336	-5.38
20	336	-2.84
21	336	-2.62
22	336	-2.32
23	336	-0.63
24	336	5.95
25	336	-0.04
26	336	-1.53
27	336	-1.44
28	336	-8.36
29	336	-7.37
30	336	-1.44
31	336	-1.39
32	336	1.32
33	336	-1.91
34	336	-3.33
35	336	-2.31
36	336	-5.74
37	336	-8.01
38	336	-5.23
39	336	-6.29
40	336	-5.46
41	336	0.27
42	336	2.80
